,Name_submitted,Accepted_name,Habit,NativeStatus,n_nurseries,StatesSold,NativeRange,StatesRegulated,P_conventional,P_native,Rank
1079,Coreopsis verticillata,Coreopsis verticillata,Forb/herb,EFNative,110,"OH, KY, MA, NY, MD, PA, RI, DE, VA, NJ, CT, ME, VT, WV, NH","CT, MA, NJ, NY, OH, WV, AL, AR, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.32421875,0.325301205,1079
1080,Allium stellatum,Allium stellatum,Forb/herb,EFNative,4,"MA, MD, PA, WV","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, MI, TX, AR, KY, TN",NA,0.01171875,0.012048193,1080
1081,Asplenium trichomanes,Asplenium trichomanes,Forb/herb,EFNative,4,"MD, DE, MA, VA","AK, CO, ID, MT, OR, WA, WY, IL, KS, MN, MO, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.012048193,1081
1082,Coreopsis palmata,Coreopsis palmata,Forb/herb,EFNative,4,"MA, PA, MD","IL, IA, KS, MN, MO, NE, OK, SD, WI, IN, MI, AR, LA",NA,0.01171875,0.012048193,1082
1083,Dryopteris clintoniana,Dryopteris clintoniana,Forb/herb,EFNative,4,"PA, MA, DE, CT","IL, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, DE, MD",NA,0.01171875,0.012048193,1083
1084,Erythronium albidum,Erythronium albidum,Forb/herb,EFNative,4,"ME, CT, PA, WV","IL, IA, KS, MN, MO, NE, OK, SD, WI, IN, MI, NJ, NY, OH, PA, WV, TX, AL, AR, GA, KY, LA, MD, MS, TN, VA",NA,0.01171875,0.012048193,1084
1085,Fragaria vesca,Fragaria vesca,Forb/herb,EFNative,4,"CT, ME, VA","CO, ID, MT, OR, WA, WY, IL, IA, MN, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, VT, WV, AZ, CA, UT, NM, TX, MS, NC, VA",NA,0.01171875,0.012048193,1085
1086,Hesperaloe parviflora,Hesperaloe parviflora,Forb/herb,EFNonNative,4,"KY, PA, OH, MD",TX,NA,0.01171875,0.012048193,1086
1087,Rhododendron carolinianum,Rhododendron carolinianum,Shrub,EFNative,4,"PA, MA, ME, MD","AL, GA, NC, SC, TN",NA,0.01171875,0.012048193,1087
1088,Talinum calycinum,Talinum calycinum,Forb/herb,EFNative,4,"MD, PA, VA","CO, IL, KS, MO, NE, OK, NM, TX, AR, LA",NA,0.01171875,0.012048193,1088
1089,Trillium pusillum,Trillium pusillum,Forb/herb,EFNative,4,"NH, CT, PA, WV","MO, OK, WV, AL, AR, KY, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.012048193,1089
1090,Trillium sulcatum,Trillium sulcatum,Forb/herb,EFNative,4,"VA, VT, CT, WV","WV, AL, GA, KY, NC, TN, VA",NA,0.01171875,0.012048193,1090
1091,Vernonia missurica,Vernonia missurica,Forb/herb,EFNative,4,"PA, VT, MA, CT","IL, IA, KS, MO, OK, IN, MI, TX, AL, AR, GA, KY, LA, MS, TN",NA,0.01171875,0.012048193,1091
1092,Quercus shumardii,Quercus shumardii,Shrub,EFNative,41,"OH, MD, KY, NJ, PA, VA, NY, DE, MA","IL, KS, MO, NE, OK, IN, MI, NY, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.12109375,0.120481928,1092
1093,Solidago shortii,Solidago shortii,Forb/herb,EFNative,21,"NY, MD, PA, DE, VT, ME, NJ, OH, VA","IN, KY",NA,0.0625,0.060240964,1093
1094,Dryopteris carthusiana,Dryopteris carthusiana,Forb/herb,EFNative,9,"MA, ME, PA, VA, NY","ID, MT, OR, WA, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.02734375,0.024096386,1094
1095,Ilex vomitoria,Ilex vomitoria,Shrub,EFNative,9,"VA, PA, MD","OK, TX, AL, AR, FL, GA, LA, MS, NC, SC, VA",NA,0.02734375,0.024096386,1095
1096,Oenothera speciosa,Oenothera speciosa,Forb/herb,EFNative,9,"NJ, PA, DE, VA, ME, MA","IA, KS, MO, NE, OK, IN, NM, TX, AR, LA",NA,0.02734375,0.024096386,1096
1097,Pinus palustris,Pinus palustris,Tree,EFNative,9,"OH, ME, MD, PA, VA","TX, AL, AR, FL, GA, LA, MS, NC, SC, VA",NA,0.02734375,0.024096386,1097
1098,Callisia rosea,Callisia rosea,Forb/herb,EFNative,5,"MD, DE, NJ, PA, NH","AL, FL, GA, MD, NC, SC, VA",NA,0.015625,0.012048193,1098
1099,Carex bromoides,Carex bromoides,Grass,EFNative,5,"MD, PA, NJ","IL, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.012048193,1099
1100,Echinacea angustifolia,Echinacea angustifolia,Forb/herb,EFNative,5,"MA, MD, PA, VA","CO, MT, WY, IA, KS, MN, MO, ND, NE, OK, SD, NM, TX, LA",NA,0.015625,0.012048193,1100
1101,Penstemon cobaea,Penstemon cobaea,Forb/herb,EFNative,5,"PA, VT, MD","IA, KS, MO, NE, OK, TX, AR",NA,0.015625,0.012048193,1101
1102,Abies grandis,Abies grandis,Tree,EFNonNative,1,PA,"ID, MT, OR, WA, CA",NA,0.00390625,0,1102
1103,Abies magnifica,Abies magnifica,Tree,EFNonNative,1,CT,"OR, CA, NV",NA,0.00390625,0,1103
1104,Acer macrophyllum,Acer macrophyllum,Tree,EFNonNative,1,CT,"AK, OR, WA, CA",NA,0.00390625,0,1104
1105,Achillea alpina,Achillea alpina,Forb/herb,EFNative,1,PA,"AK, MT, MN, ND",NA,0.00390625,0,1105
1106,Agastache cana,Agastache cana,Forb/herb,EFNonNative,1,VT,"NM, TX",NA,0.00390625,0,1106
1107,Allium amplectens,Allium amplectens,Forb/herb,EFNonNative,1,MD,"OR, WA, CA",NA,0.00390625,0,1107
1108,Alnus maritima,Alnus maritima,Shrub,EFNative,1,ME,"OK, DE, GA, MD",NA,0.00390625,0,1108
1109,Amsonia rigida,Amsonia rigida,Forb/herb,EFNative,1,RI,"AL, FL, GA, LA, MS",NA,0.00390625,0,1109
1110,Anisacanthus quadrifidus,Anisacanthus quadrifidus,Shrub,EFNonNative,1,VA,TX,NA,0.00390625,0,1110
1111,Antennaria microphylla,Antennaria microphylla,Forb/herb,EFNative,1,NJ,"AK, CO, ID, MT, OR, WA, WY, MN, ND, NE, SD, AZ, CA, NV, UT, NM",NA,0.00390625,0,1111
1112,Arnoglossum plantagineum,Arnoglossum plantagineum,Forb/herb,EFNative,1,PA,"IL, IA, KS, MN, MO, NE, OK, SD, WI, IN, MI, OH, TX, AL, AR, KY, LA, MS, TN",NA,0.00390625,0,1112
1113,Asarum caudatum,Asarum caudatum,Forb/herb,EFNonNative,1,WV,"ID, MT, OR, WA, CA",NA,0.00390625,0,1113
1114,Asarum shuttleworthii,Asarum shuttleworthii,Forb/herb,EFNative,1,WV,"NY, GA, NC, SC, TN, VA",NA,0.00390625,0,1114
1115,Asclepias linaria,Asclepias linaria,Forb/herb,EFNonNative,1,PA,"AZ, CA, NM",NA,0.00390625,0,1115
1116,Asclepias quadrifolia,Asclepias quadrifolia,Forb/herb,EFNative,1,WV,"IL, IA, KS, MN, MO, OK, CT, IN, MA, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.00390625,0,1116
1117,Asplenium resiliens,Asplenium resiliens,Forb/herb,EFNative,1,WV,"CO, IL, KS, MO, OK, IN, OH, PA, WV, AZ, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0,1117
1118,Baccharis sarothroides,Baccharis sarothroides,Shrub,EFNonNative,1,MD,"AZ, CA, NM, TX",NA,0.00390625,0,1118
1119,Baptisia bracteata,Baptisia bracteata,Forb/herb,EFNative,1,PA,"IL, IA, KS, MN, MO, OK, WI, TX, AL, AR, GA, KY, LA, MS, NC, SC, TN",NA,0.00390625,0,1119
1120,Berberis repens,Berberis repens,Shrub,EFNative,1,CT,"CO, ID, MT, OR, WA, WY, MN, ND, NE, SD, AZ, CA, NV, UT, NM, TX",NA,0.00390625,0,1120
1121,Berlandiera lyrata,Berlandiera lyrata,Forb/herb,EFNonNative,1,VA,"CO, KS, OK, AZ, NM, TX",NA,0.00390625,0,1121
1122,Bolboschoenus maritimus,Bolboschoenus maritimus,Grass,EFNative,1,PA,"AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, CT, ME, MA, MI, NH, NJ, NY, OH, RI, AZ, CA, NV, UT, NM, TX, LA, VA",NA,0.00390625,0,1122
1123,Callirhoe alcaeoides,Callirhoe alcaeoides,Forb/herb,EFNative,1,VA,"CO, ID, IL, IA, KS, MO, NE, OK, SD, WI, IN, NM, TX, AL, AR, KY, TN",NA,0.00390625,0,1123
1124,Callirhoe digitata,Callirhoe digitata,Forb/herb,EFNative,1,RI,"KS, MO, OK, AL, AR",NA,0.00390625,0,1124
1125,Calycanthus occidentalis,Calycanthus occidentalis,Shrub,EFNonNative,1,DE,CA,NA,0.00390625,0,1125
1126,Camassia cusickii,Camassia cusickii,Forb/herb,EFNonNative,1,VT,"ID, OR",NA,0.00390625,0,1126
1127,Carex aquatilis,Carex aquatilis,Grass,EFNative,1,PA,"AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, VT, AZ, CA, NV, UT, NM, VA",NA,0.00390625,0,1127
1128,Carex buxbaumii,Carex buxbaumii,Grass,EFNative,1,PA,"AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, RI, VT, WV, AZ, UT, NM, AR, DE, KY, MD, NC, SC, TN, VA",NA,0.00390625,0,1128
1129,Carex cristatella,Carex cristatella,Grass,EFNative,1,PA,"IL, IA, KS, MN, MO, ND, NE, SD, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AL, DE, KY, MD, TN, VA",NA,0.00390625,0,1129
1130,Carex davisii,Carex davisii,Grass,EFNative,1,PA,"IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, VT, WV, TX, AR, DE, KY, MD, TN",NA,0.00390625,0,1130
1131,Carex fraseriana,Carex fraseriana,Grass,EFNative,1,WV,"PA, WV, GA, KY, MD, NC, SC, TN, VA",NA,0.00390625,0,1131
1132,Carex gracillima,Carex gracillima,Grass,EFNative,1,PA,"IL, IA, MN, MO, ND, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.00390625,0,1132
1133,Carex gravida,Carex gravida,Grass,EFNative,1,PA,"CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MI, NY, OH, PA, NM, TX, AR, KY, TN, VA",NA,0.00390625,0,1133
1134,Carex grisea,Carex grisea,Grass,EFNative,1,PA,"IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, TX, AR, DE, KY, MD, MS, TN, VA",NA,0.00390625,0,1134
1135,Carex molesta,Carex molesta,Grass,EFNative,1,PA,"CO, IL, IA, KS, MN, MO, ND, NE, OK, WI, CT, IN, MA, MI, NH, NY, OH, PA, VT, WV, AL, AR, KY, MD, MS, TN, VA",NA,0.00390625,0,1135
1136,Carex normalis,Carex normalis,Grass,EFNative,1,PA,"IL, IA, KS, MN, MO, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.00390625,0,1136
1137,Carex pseudocyperus,Carex pseudocyperus,Grass,EFNative,1,MA,"MN, SD, WI, CT, ME, MA, MI, NY, OH, PA, VT",NA,0.00390625,0,1137
1138,Carex retrorsa,Carex retrorsa,Grass,EFNative,1,PA,"CO, ID, MT, OR, WA, WY, IL, IA, MN, WI, CT, IN, ME, MA, MI, NY, PA, VT, UT",NA,0.00390625,0,1138
1139,Carex riparia,Carex riparia,Grass,EFNative,1,PA,"ID, MT, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, KY, MD, VA",NA,0.00390625,0,1139
1140,Carex sartwellii,Carex sartwellii,Grass,EFNative,1,PA,"CO, ID, MT, WY, IL, IA, MN, MO, ND, NE, SD, WI, IN, MI, NY, OH, PA, UT, AR, MD",NA,0.00390625,0,1140
1141,Carex sparganioides,Carex sparganioides,Grass,EFNative,1,PA,"IL, IA, KS, MN, MO, NE, SD, WI, CT, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AR, DE, GA, KY, MD, TN, VA",NA,0.00390625,0,1141
1142,Carex trichocarpa,Carex trichocarpa,Grass,EFNative,1,PA,"OR, IL, IA, MN, MO, WI, CT, IN, MA, MI, NJ, NY, OH, PA, VT, WV, DE, MD, NC, TN, VA",NA,0.00390625,0,1142
1143,Carex utriculata,Carex utriculata,Grass,EFNative,1,PA,"AK, CO, ID, MT, OR, WA, WY, IL, MN, SD, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, VT, WV, AZ, CA, NV, UT, NM, MD, TN, VA",NA,0.00390625,0,1143
1144,Clarkia amoena,Clarkia amoena,Forb/herb,EFNonNative,1,VT,"OR, WA, CA",NA,0.00390625,0,1144
1145,Claytonia sibirica,Claytonia sibirica,Forb/herb,EFNonNative,1,WV,"AK, ID, MT, OR, WA, CA",NA,0.00390625,0,1145
1146,Clematis pitcheri,Clematis pitcheri,Vine,EFNative,1,RI,"IL, IA, KS, MO, NE, OK, IN, NM, TX, AL, AR, KY, TN",NA,0.00390625,0,1146
1147,Clintonia umbellulata,Clintonia umbellulata,Forb/herb,EFNative,1,WV,"NY, OH, PA, WV, GA, KY, MD, NC, SC, TN, VA",NA,0.00390625,0,1147
1148,Clusia rosea,Clusia rosea,Shrub,EFNative,1,MA,FL,NA,0.00390625,0,1148
1149,Convallaria montana,Convallaria montana,Forb/herb,EFNative,1,WV,"WV, GA, KY, NC, TN, VA",NA,0.00390625,0,1149
1150,Coptis trifolia,Coptis trifolia,Forb/herb,EFNative,1,RI,"AK, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, MD",NA,0.00390625,0,1150
1151,Coreopsis gladiata,Coreopsis gladiata,Forb/herb,EFNative,1,PA,"TX, AL, AR, FL, GA, LA, MS, NC, SC, VA",NA,0.00390625,0,1151
1152,Cypripedium reginae,Cypripedium reginae,Forb/herb,EFNative,1,VT,"IL, IA, MN, MO, ND, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AR, KY, MD, NC, TN, VA",NA,0.00390625,0,1152
1153,Dalea candida,Dalea candida,Forb/herb,EFNative,1,PA,"CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, AZ, UT, NM, TX, AL, AR, KY, LA, MS, TN",NA,0.00390625,0,1153
1154,Diarrhena americana,Diarrhena americana,Grass,EFNative,1,PA,"IL, IA, KS, MN, MO, NE, OK, SD, WI, IN, MI, OH, WV, TX, AL, AR, GA, KY, NC, TN, VA",NA,0.00390625,0,1154
1155,Dioscorea quaternata,Dioscorea quaternata,Forb/herb,EFNative,1,WV,"IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0,1155
1156,Diplacus aurantiacus,Diplacus aurantiacus,Shrub,EFNonNative,1,PA,"OR, CA",NA,0.00390625,0,1156
1157,Eleocharis erythropoda,Eleocharis erythropoda,Grass,EFNative,1,PA,"AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, UT, NM, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, TN, VA",NA,0.00390625,0,1157
1158,Eleocharis exigua,Eleocharis exigua,Grass,EFNative,1,VA,"OK, MI, AZ, CA, TX, FL, LA, VA",NA,0.00390625,0,1158
1159,Elymus smithii,Elymus smithii,Grass,EFNative,1,PA,"AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MA, MI, NH, NY, OH, AZ, CA, NV, UT, NM, TX, GA, KY, TN",NA,0.00390625,0,1159
1160,Engelmannia peristenia,Engelmannia peristenia,Forb/herb,EFNative,1,PA,"CO, KS, MO, NE, OK, SD, AZ, NM, TX, AR",NA,0.00390625,0,1160
1161,Erigenia bulbosa,Erigenia bulbosa,Forb/herb,EFNative,1,WV,"IL, KS, MO, OK, WI, IN, MI, NY, OH, PA, WV, AL, AR, GA, KY, MD, MS, NC, TN, VA",NA,0.00390625,0,1161
1162,Erigeron speciosus,Erigeron speciosus,Forb/herb,EFNonNative,1,RI,"CO, ID, MT, OR, WA, WY, SD, AZ, NV, UT, NM",NA,0.00390625,0,1162
1163,Eriogonum allenii,Eriogonum allenii,Forb/herb,EFNative,1,VA,"WV, VA",NA,0.00390625,0,1163
1164,Eryngium leavenworthii,Eryngium leavenworthii,Forb/herb,EFNative,1,MD,"KS, MO, OK, WI, TX, AR",NA,0.00390625,0,1164
1165,Euonymus obovatus,Euonymus obovatus,Shrub,EFNative,1,OH,"IL, MO, IN, MI, NY, OH, PA, WV, AR, GA, KY, NC, SC, TN",NA,0.00390625,0,1165
1166,Festuca idahoensis,Festuca idahoensis,Grass,EFNonNative,1,MA,"CO, ID, MT, OR, WA, WY, SD, AZ, CA, NV, UT, NM",NA,0.00390625,0,1166
1167,Festuca subverticillata,Festuca subverticillata,Grass,EFNative,1,WV,"IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0,1167
1168,Fraxinus nigra,Fraxinus nigra,Tree,EFNative,1,ME,"IL, IA, MN, ND, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, MD",NA,0.00390625,0,1168
1169,Gordonia lasianthus,Gordonia lasianthus,Shrub,EFNative,1,CT,"AL, FL, GA, MS, NC, SC",NA,0.00390625,0,1169
1170,Gymnocarpium dryopteris,Gymnocarpium dryopteris,Forb/herb,EFNative,1,CT,"AK, CO, ID, MT, OR, WA, WY, IL, IA, MN, ND, SD, WI, CT, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, UT, NM, MD",NA,0.00390625,0,1170
1171,Hamamelis ovalis,Hamamelis ovalis,Shrub,EFNative,1,OH,"AL, MS",NA,0.00390625,0,1171
1172,Helenium amarum,Helenium amarum,Forb/herb,EFNative,1,PA,"KS, MO, OK, IN, MI, PA, CA, TX, AL, AR, FL, GA, LA, MS, NC, SC, TN, VA",NA,0.00390625,0,1172
1173,Helianthus pauciflorus,Helianthus pauciflorus,Forb/herb,EFNative,1,PA,"CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, PA, RI, VT, NM, TX, AR, GA, KY, VA",NA,0.00390625,0,1173
1174,Heuchera parviflora,Heuchera parviflora,Forb/herb,EFNative,1,PA,"WV, KY, NC, TN, VA",NA,0.00390625,0,1174
1175,Hippuris vulgaris,Hippuris vulgaris,Forb/herb,EFNative,1,MA,"AK, CO, MT, OR, WA, WY, IL, MN, ND, NE, SD, WI, IN, ME, MA, MI, NH, NY, VT, AZ, CA, NV, UT, NM",NA,0.00390625,0,1175
1176,Hydrocharis spongia,Hydrocharis spongia,Forb/herb,EFNative,1,MA,"IL, MO, OK, NY, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",CA,0.00390625,0,1176
1177,Hydrocotyle verticillata,Hydrocotyle verticillata,Forb/herb,EFNative,1,MA,"OR, MO, OK, CT, MA, NJ, NY, RI, AZ, CA, NV, NM, TX, AL, AR, DE, FL, GA, LA, MD, MS, NC, SC, VA",NA,0.00390625,0,1177
1178,Hypericum sphaerocarpum,Hypericum sphaerocarpum,Forb/herb,EFNative,1,PA,"IL, IA, KS, MN, MO, NE, OK, WI, IN, MI, OH, PA, TX, AL, AR, GA, KY, LA, MS, TN",NA,0.00390625,0,1178
1179,Iliamna remota,Iliamna remota,Forb/herb,EFNative,1,RI,"IL, IN, VA",NA,0.00390625,0,1179
1180,Ipomopsis rubra,Ipomopsis rubra,Forb/herb,EFNative,1,MD,"IA, KS, MO, OK, IN, MA, MI, NJ, OH, TX, AL, AR, DE, FL, GA, LA, MD, MS, NC, SC, VA",NA,0.00390625,0,1180
1181,Iris hexagona,Iris hexagona,Forb/herb,EFNative,1,CT,"FL, SC",NA,0.00390625,0,1181
1182,Juncus interior,Juncus interior,Grass,EFNative,1,PA,"CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, OH, AZ, UT, NM, TX, AL, AR, KY, MS, TN",NA,0.00390625,0,1182
1183,Lepidium virginicum,Lepidium virginicum,Forb/herb,EFNative,1,PA,"CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0,1183
1184,Leucophyllum frutescens,Leucophyllum frutescens,Shrub,EFNonNative,1,PA,TX,NA,0.00390625,0,1184
1185,Lewisia nevadensis,Lewisia nevadensis,Forb/herb,EFNonNative,1,CT,"CO, ID, OR, WA, AZ, CA, NV, UT, NM",NA,0.00390625,0,1185
1186,Lewisia pygmaea,Lewisia pygmaea,Forb/herb,EFNonNative,1,CT,"CO, ID, MT, OR, WA, WY, AZ, CA, NV, UT, NM",NA,0.00390625,0,1186
1187,Lilium michiganense,Lilium michiganense,Forb/herb,EFNative,1,PA,"IL, IA, KS, MN, MO, NE, OK, SD, WI, IN, MI, NY, OH, AL, AR, KY, TN",NA,0.00390625,0,1187
1188,Lindernia grandiflora,Lindernia grandiflora,Forb/herb,EFNative,1,VA,"FL, GA",NA,0.00390625,0,1188
1189,Maianthemum dilatatum,Maianthemum dilatatum,Forb/herb,EFNonNative,1,CT,"AK, ID, OR, WA, CA",NA,0.00390625,0,1189
1190,Malus ioensis,Malus ioensis,Shrub,EFNative,1,OH,"IL, IA, KS, MN, MO, NE, OK, SD, WI, IN, MI, OH, TX, AR, KY, LA",NA,0.00390625,0,1190
1191,Mecardonia procumbens,Mecardonia procumbens,Forb/herb,EFNative,1,PA,"NM, TX, FL",NA,0.00390625,0,1191
1192,Mimosa strigillosa,Mimosa strigillosa,Forb/herb,EFNative,1,ME,"AZ, TX, AL, AR, FL, GA, MS",NA,0.00390625,0,1192
1193,Monardella macrantha,Monardella macrantha,Forb/herb,EFNonNative,1,PA,CA,NA,0.00390625,0,1193
1194,Muhlenbergia dumosa,Muhlenbergia dumosa,Grass,EFNonNative,1,RI,AZ,NA,0.00390625,0,1194
1195,Muhlenbergia mexicana,Muhlenbergia mexicana,Grass,EFNative,1,PA,"CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, KY, MD, NC, TN, VA",NA,0.00390625,0,1195
1196,Myosotis alpestris,Myosotis alpestris,Forb/herb,EFNonNative,1,VT,"WA, OR, ID, MT, WY, CO",NA,0.00390625,0,1196
1197,Nemopanthus mucronatus,Nemopanthus mucronatus,Shrub,EFNative,1,ME,"IL, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, MD",NA,0.00390625,0,1197
1198,Nemophila aphylla,Nemophila aphylla,Forb/herb,EFNative,1,WV,"IL, OK, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0,1198
1199,Nemophila menziesii,Nemophila menziesii,Forb/herb,EFNonNative,1,VT,"OR, WY, CA, NV",NA,0.00390625,0,1199
1200,Nothoscordum bivalve,Nothoscordum bivalve,Forb/herb,EFNative,1,WV,"IL, KS, MO, OK, IN, OH, AZ, NM, TX, AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.00390625,0,1200
1201,Oenothera humifusa,Oenothera humifusa,Forb/herb,EFNative,1,NH,"NJ, PA, AL, DE, FL, GA, LA, MD, MS, NC, SC, VA",NA,0.00390625,0,1201
1202,Oplismenus hirtellus,Oplismenus hirtellus,Grass,EFNative,1,PA,FL,"NY, PA, VA, WI",0.00390625,0,1202
1203,Packera plattensis,Packera plattensis,Forb/herb,EFNative,1,PA,"CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MI, OH, PA, NM, TX, AR, GA, LA, MS, TN, VA",NA,0.00390625,0,1203
1204,Pediomelum subacaule,Pediomelum subacaule,Forb/herb,EFNative,1,WV,"AL, GA, TN",NA,0.00390625,0,1204
1205,Penstemon heterophyllus,Penstemon heterophyllus,Forb/herb,EFNonNative,1,ME,CA,NA,0.00390625,0,1205
1206,Penstemon newberryi,Penstemon newberryi,Forb/herb,EFNonNative,1,MA,"OR, CA, NV",NA,0.00390625,0,1206
1207,Phacelia tanacetifolia,Phacelia tanacetifolia,Forb/herb,EFNative,1,MA,"OR, KS, ME, MA, MI, AZ, CA, NV",NA,0.00390625,0,1207
1208,Phemeranthus calcaricus,Phemeranthus calcaricus,Forb/herb,EFNative,1,WV,"CO, IL, NE, NM, TX, AL, AR, KY, TN",NA,0.00390625,0,1208
1209,Phlox amoena,Phlox amoena,Forb/herb,EFNative,1,WV,"AL, FL, GA, KY, MS, NC, SC, TN",NA,0.00390625,0,1209
1210,Phlox buckleyi,Phlox buckleyi,Forb/herb,EFNative,1,VA,"WV, VA",NA,0.00390625,0,1210
1211,Phlox douglasii,Phlox douglasii,Forb/herb,EFNonNative,1,VT,"OR, WA, CA",NA,0.00390625,0,1211
1212,Physostegia leptophylla,Physostegia leptophylla,Forb/herb,EFNative,1,MA,"AL, FL, GA, NC, SC, VA",NA,0.00390625,0,1212
1213,Picea engelmannii,Picea engelmannii,Tree,EFNonNative,1,MA,"CO, ID, MT, OR, WA, WY, AZ, CA, NV, UT, NM",NA,0.00390625,0,1213
1214,Pieris phillyreifolia,Pieris phillyreifolia,Shrub,EFNative,1,DE,"AL, FL, GA, MS, SC",NA,0.00390625,0,1214
1215,Pinus albicaulis,Pinus albicaulis,Tree,EFNonNative,1,OH,"ID, MT, OR, WA, WY, CA, NV",NA,0.00390625,0,1215
1216,Pinus jeffreyi,Pinus jeffreyi,Tree,EFNonNative,1,MA,"OR, CA, NV",NA,0.00390625,0,1216
1217,Pinus monophylla,Pinus monophylla,Tree,EFNonNative,1,ME,"CO, ID, AZ, CA, NV, UT, NM",NA,0.00390625,0,1217
