Accepted Symbol,Scientific Name,Air_Results,ports_Results,ghmi_Results,soc_Results,awc_Results,PropFP,TornArea,FRG,StormArea,Ag,Urb,SpeciesArea,Range_Size,Temp,Precip,pH,sand,silt,clay,Growth Habit,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,GH_Subshrub,GH_Graminoid,GH_Shrub,GH_Vine,GH_Forb,GH_Tree,FR - I,FR - II,FR - III,FR - IV,FR - V,85
MIAN4,Mimulus angustifolius,118.2729568,226.4053802,0.053600684,4.180405617,7.866131306,0.059316613,7.35e-10,3,0,0.002257656,0.020133301,8.2e-8,16320597789,22.47999954,1342.029999,4.460000038,59.90000153,44.19999838,35.79999924,Forb/herb,native,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ACWR3,Acleisanthes wrightii,112.4306946,575.1967773,0.054201327,2.737949371,5.676702499,0.080889477,3.24e-9,2,9.91e-10,0.002262867,0.006928852,7.64e-8,49431778233,24.72999954,339.4000244,1.019999504,41.40000153,39.80000067,36.4000001,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
PUPA,Puccinellia parishii,65.16217804,614.180542,0.071702994,3.116769552,7.937815189,0.063913955,4.98e-10,5,8.72e-11,0.002266076,0.014986937,5.13e-8,245000000000,37.15999937,1134.089951,7.259999633,76.00000286,52.79999995,46.20000076,Graminoid,native,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
HAJA,Halimolobos jaegeri,94.70175934,310.2396545,0.052736916,3.153494358,5.289636135,0.057409066,2.8e-10,5,5.58e-11,0.002267041,0.02035557,4.93e-8,154000000000,40.60999918,1662,5.080000401,74.80000305,52.79999995,33.19999921,Forb/herb,native,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MERE,Mentzelia reflexa,94.70175934,310.2396545,0.052736916,3.153494358,5.289636135,0.057409066,2.8e-10,5,5.58e-11,0.002267041,0.02035557,4.93e-8,154000000000,40.60999918,1662,5.080000401,74.80000305,52.79999995,33.19999921,Forb/herb,native,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SESA3,Senecio sacramentanus,71.95323944,937.270752,0.063581653,3.163027287,9.138072014,0.048233221,9.4e-10,2,1.75e-10,0.002270155,0.007941868,5.14e-8,38303061275,26.35999969,758.1800079,4.660000324,59.19999886,44.39999962,35.59999847,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
LUGR,Lupinus gracilentus,83.34653473,242.1377869,0.031800762,3.423866987,4.51588583,0.054872972,5.58e-11,5,3.79e-11,0.002277512,0.007649299,1.2e-7,35873059951,40.60999918,1662,5.719999552,70.39999676,42.20000148,33.19999921,Forb/herb,native,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ASSA3,Astragalus sabulosus,40.51964188,931.1305542,0.021441393,4.438843727,7.064720631,0.054439108,4.21e-10,3,0,0.002291675,0.004445577,1.08e-7,9512361710,26.06999922,868.1300354,3.510000229,66.89999866,50.30000162,29.80000043,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ATMI4,Atriplex minuticarpa,40.51964188,931.1305542,0.021441393,4.438843727,7.064720631,0.054439108,4.21e-10,3,0,0.002291675,0.004445577,1.08e-7,9512361710,26.06999922,868.1300354,3.510000229,66.89999866,50.30000162,29.80000043,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ATWE,Atriplex welshii,40.51964188,931.1305542,0.021441393,4.438843727,7.064720631,0.054439108,4.21e-10,3,0,0.002291675,0.004445577,1.08e-7,9512361710,26.06999922,868.1300354,3.510000229,66.89999866,50.30000162,29.80000043,Shrub,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ERPA12,Eriogonum panamintense,96.22006989,308.1272278,0.048090491,3.235210419,5.240895748,0.056473655,2.55e-10,5,5.58e-11,0.002301137,0.018542669,5.16e-8,173000000000,40.60999918,1662,5.080000401,74.80000305,52.79999995,33.19999921,Forb/herb,native,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LUHO,Lupinus holmgrenianus,127.0301971,362.9445801,0.011514279,3.594961882,5.232587337,0.061141002,6.04e-11,5,4.08e-11,0.002305884,0.0048489,4.46e-8,82736497383,40.60999918,1282.420044,5.080000401,72.69999695,47.59999919,33.19999921,Forb/herb,native,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PEPA23,Penstemon pahutensis,127.0301971,362.9445801,0.011514279,3.594961882,5.232587337,0.061141002,6.04e-11,5,4.08e-11,0.002305884,0.0048489,4.46e-8,82736497383,40.60999918,1282.420044,5.080000401,72.69999695,47.59999919,33.19999921,Forb/herb,native,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SAFU2,Salvia funerea,127.0301971,362.9445801,0.011514279,3.594961882,5.232587337,0.061141002,6.04e-11,5,4.08e-11,0.002305884,0.0048489,4.46e-8,82736497383,40.60999918,1282.420044,5.080000401,72.69999695,47.59999919,33.19999921,Shrub,native,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CAER2,Cathestecum erectum,83.42163849,574.185791,0.067589462,1.918689489,7.148625374,0.083757702,8.03e-10,5,4.62e-10,0.002319579,0.017992986,8.43e-8,49795724156,26.05999947,738.9799805,4.169999599,52.60000038,41.4000001,34.5,Graminoid,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ASSP2,Asclepias sperryi,90.13850403,600.7145386,0.04593287,2.583219767,6.114455223,0.075553657,2.72e-9,2,7.05e-10,0.002330132,0.005388357,7.23e-8,28354144829,24.72999954,287.5700073,1.019999504,35.89999962,39.60000086,33.9000001,Shrub,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CEGL6,Centaurium glanduliferum,90.13850403,600.7145386,0.04593287,2.583219767,6.114455223,0.075553657,2.72e-9,2,7.05e-10,0.002330132,0.005388357,7.23e-8,28354144829,24.72999954,287.5700073,1.019999504,35.89999962,39.60000086,33.9000001,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CYTU3,Cylindropuntia tunicata,90.13850403,600.7145386,0.04593287,2.583219767,6.114455223,0.075553657,2.72e-9,2,7.05e-10,0.002330132,0.005388357,7.23e-8,28354144829,24.72999954,287.5700073,1.019999504,35.89999962,39.60000086,33.9000001,Shrub,invasive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LEMC,Lesquerella mcvaughiana,90.13850403,600.7145386,0.04593287,2.583219767,6.114455223,0.075553657,2.72e-9,2,7.05e-10,0.002330132,0.005388357,7.23e-8,28354144829,24.72999954,287.5700073,1.019999504,35.89999962,39.60000086,33.9000001,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ASGI4,Astragalus gilmanii,124.3059311,408.4403992,0.010744705,3.598413467,5.353150845,0.056647099,9.9e-11,5,4.08e-11,0.002336478,0.00428234,3.89e-8,101000000000,40.60999918,1282.420044,5.080000401,72.69999695,47.59999919,33.19999921,Forb/herb,native,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
POHE7,Polygala heterorhyncha,124.3059311,408.4403992,0.010744705,3.598413467,5.353150845,0.056647099,9.9e-11,5,4.08e-11,0.002336478,0.00428234,3.89e-8,101000000000,40.60999918,1282.420044,5.080000401,72.69999695,47.59999919,33.19999921,Subshrub,native,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
LOST5,Lomatium stebbinsii,66.48812103,100.2671051,0.137003601,4.798657894,6.830044746,0.025098428,2.01e-10,1,0,0.002348576,0.021265005,2.96e-7,9933842149,30.28000021,1341.980011,3.75999999,64.79999828,24.9000001,19.49999928,Forb/herb,native,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ARMI8,Arceuthobium microcarpum,67.44872284,667.3622437,0.04998805,3.40081048,8.303112984,0.057454949,3.62e-10,3,3.06e-10,0.002349625,0.007712248,5.22e-8,93966902199,32.86000013,1025.670044,7.259999633,70.49999714,40.09999943,46.20000076,Shrub,native,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ASRO2,Astranthium robustum,84.47514343,647.5147705,0.053431556,2.520684481,6.592983246,0.081230834,2.61e-9,2,6.66e-10,0.002360916,0.006082498,8.84e-8,51029908828,25.22999954,407.0299683,2.229999542,41.40000153,39.80000067,33.9000001,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ACSH,Acamptopappus shockleyi,98.42654419,336.6730347,0.042562451,3.287003756,5.283366203,0.05476723,2.5e-10,5,5.58e-11,0.002364348,0.01633936,4.88e-8,200000000000,40.60999918,1662,5.080000401,74.80000305,52.79999995,33.19999921,Subshrub,native,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
HESH,Hecastocleis shockleyi,98.42654419,336.6730347,0.042562451,3.287003756,5.283366203,0.05476723,2.5e-10,5,5.58e-11,0.002364348,0.01633936,4.88e-8,200000000000,40.60999918,1662,5.080000401,74.80000305,52.79999995,33.19999921,Shrub,native,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANAN4,Anulocaulis annulatus,79.27018738,236.5138245,0.062643409,2.584544659,4.994480133,0.059233873,3.57e-10,5,6.38e-11,0.002368549,0.025022402,4.63e-8,78323404030,40.60999918,1282.420044,4.329999447,71.00000286,52.79999995,33.19999921,Forb/herb,native,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CIPY,Cistanthe pygmaea,79.27018738,236.5138245,0.062643409,2.584544659,4.994480133,0.059233873,3.57e-10,5,6.38e-11,0.002368549,0.025022402,4.63e-8,78323404030,40.60999918,1282.420044,4.329999447,71.00000286,52.79999995,33.19999921,Forb/herb,native,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CUVE2,Cuscuta veatchii,79.27018738,236.5138245,0.062643409,2.584544659,4.994480133,0.059233873,3.57e-10,5,6.38e-11,0.002368549,0.025022402,4.63e-8,78323404030,40.60999918,1282.420044,4.329999447,71.00000286,52.79999995,33.19999921,Forb/herb,native,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LUMA,Lupinus magnificus,79.27018738,236.5138245,0.062643409,2.584544659,4.994480133,0.059233873,3.57e-10,5,6.38e-11,0.002368549,0.025022402,4.63e-8,78323404030,40.60999918,1282.420044,4.329999447,71.00000286,52.79999995,33.19999921,Forb/herb,native,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PECA5,Penstemon calcareus,79.27018738,236.5138245,0.062643409,2.584544659,4.994480133,0.059233873,3.57e-10,5,6.38e-11,0.002368549,0.025022402,4.63e-8,78323404030,40.60999918,1282.420044,4.329999447,71.00000286,52.79999995,33.19999921,Forb/herb,native,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SIRO,Sibara rosulata,79.27018738,236.5138245,0.062643409,2.584544659,4.994480133,0.059233873,3.57e-10,5,6.38e-11,0.002368549,0.025022402,4.63e-8,78323404030,40.60999918,1282.420044,4.329999447,71.00000286,52.79999995,33.19999921,Forb/herb,native,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PHAM6,Phlox amabilis,62.09687424,579.835144,0.050994705,2.96663475,8.143433571,0.047985136,5.45e-10,3,4.53e-10,0.002369592,0.009618992,5.46e-8,93557829494,34.53000021,953.6300049,7.259999633,70.49999714,40.09999943,45.30000067,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ARCO8,Aristolochia coryi,108.7253113,517.3248901,0.064752929,3.323949814,5.581198692,0.084319438,2.2e-9,2,1.18e-9,0.002409968,0.007806201,9.11e-8,79395486953,25.22999954,613.4400024,1.519999504,78.80000162,39.60000086,40.9000001,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
AGPA11,Agastache pallida,47.2666893,603.7285767,0.129341438,1.938690782,8.802793503,0.05430088,0,4,1.56e-9,0.002417082,0.023559321,3.45e-7,3203613240,21.11000061,550.3300171,3.869999409,49.20000076,18,27.19999838,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ARIN11,Argyrochosma incana,47.2666893,603.7285767,0.129341438,1.938690782,8.802793503,0.05430088,0,4,1.56e-9,0.002417082,0.023559321,3.45e-7,3203613240,21.11000061,550.3300171,3.869999409,49.20000076,18,27.19999838,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
AYGL,Ayenia glabra,47.2666893,603.7285767,0.129341438,1.938690782,8.802793503,0.05430088,0,4,1.56e-9,0.002417082,0.023559321,3.45e-7,3203613240,21.11000061,550.3300171,3.869999409,49.20000076,18,27.19999838,Shrub,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BREL5,Browallia eludens,47.2666893,603.7285767,0.129341438,1.938690782,8.802793503,0.05430088,0,4,1.56e-9,0.002417082,0.023559321,3.45e-7,3203613240,21.11000061,550.3300171,3.869999409,49.20000076,18,27.19999838,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CORE3,Coryphantha recurvata,47.2666893,603.7285767,0.129341438,1.938690782,8.802793503,0.05430088,0,4,1.56e-9,0.002417082,0.023559321,3.45e-7,3203613240,21.11000061,550.3300171,3.869999409,49.20000076,18,27.19999838,Shrub,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CYAM,Cyperus amabilis,47.2666893,603.7285767,0.129341438,1.938690782,8.802793503,0.05430088,0,4,1.56e-9,0.002417082,0.023559321,3.45e-7,3203613240,21.11000061,550.3300171,3.869999409,49.20000076,18,27.19999838,Graminoid,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DAEX3,Dalea exserta,47.2666893,603.7285767,0.129341438,1.938690782,8.802793503,0.05430088,0,4,1.56e-9,0.002417082,0.023559321,3.45e-7,3203613240,21.11000061,550.3300171,3.869999409,49.20000076,18,27.19999838,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
