accepted_name,acc_name_rank,acc_name_source,acc_name_url,GPI_name,invdefdesc,usdaacceptedsymbol
Bidens connata,species,COL,https://www.catalogueoflife.org/data/taxon/LS6G,bidens connata,Invasive explicitly defined,BICO5
Bidens frondosa,species,COL,https://www.catalogueoflife.org/data/taxon/LS97,bidens frondosa l.,Invasive explicitly defined,BIFR
Bidens frondosa,species,COL,https://www.catalogueoflife.org/data/taxon/LS97,bidens frondosus,Invasive explicitly defined,BIFR
Bidens frondosa,species,COL,https://www.catalogueoflife.org/data/taxon/LS97,bidens frondosa,Invasive explicitly defined,BIFR
Bidens pilosa,species,COL,https://www.catalogueoflife.org/data/taxon/68JBS,bidens pilosa,Invasive explicitly defined,BIPI
Bidens pilosa,species,COL,https://www.catalogueoflife.org/data/taxon/68JBS,biodens pilosa,Invasive explicitly defined,BIPI
Bidens pilosa,species,COL,https://www.catalogueoflife.org/data/taxon/68JBS,bidens pilosa l.,Invasive explicitly defined,BIPI
Bidens pilosa var.  minor,variety,COL,https://www.catalogueoflife.org/data/taxon/5MKWP,bidens pilosa var. minor,Invasive undefined,NA
Bidens subalternans,species,COL,https://www.catalogueoflife.org/data/taxon/LSKW,bidens subalternans,Invasive explicitly defined,NA
Bidens tripartita,species,COL,https://www.catalogueoflife.org/data/taxon/LSLN,bidens tripartita,Invasive undefined,BITR
Bifora radians,species,COL,https://www.catalogueoflife.org/data/taxon/68JDM,bifora radians,Invasive explicitly defined,BIRA
Billardiera heterophylla,species,COL,https://www.catalogueoflife.org/data/taxon/68L5Z,billardiera heterophylla,Invasive explicitly defined,NA
Bischofia javanica,species,COL,https://www.catalogueoflife.org/data/taxon/LWGX,bischofia javanica,Invasive explicitly defined,BIJA
Blainvillea acmella,species,COL,https://www.catalogueoflife.org/data/taxon/LZJR,blainvillea acmella,Invasive explicitly defined,NA
Blitum virgatum ssp.  virgatum,subspecies,COL,https://www.catalogueoflife.org/data/taxon/5FYDH,chenopodium foliolosum,Invasive undefined,NA
Blitum virgatum ssp.  virgatum,subspecies,COL,https://www.catalogueoflife.org/data/taxon/5FYDH,chenopodium foliosum,Invasive undefined,NA
Blumea eriantha,species,COL,https://www.catalogueoflife.org/data/taxon/M7FZ,blumea eriantha,Invasive explicitly defined,NA
Blumea lacera,species,COL,https://www.catalogueoflife.org/data/taxon/M7HL,blumea lacera,Invasive explicitly defined,BLLA3
Blumea obliqua,species,COL,https://www.catalogueoflife.org/data/taxon/M7JV,blumea obliqua,Invasive explicitly defined,NA
Boehmeria penduliflora,species,COL,https://www.catalogueoflife.org/data/taxon/M9GZ,boehmeria penduliflora,Invasive undefined,NA
Boerhavia coccinea,species,COL,https://www.catalogueoflife.org/data/taxon/M9PK,boerhavia coccinea,Invasive explicitly defined,BOCO
Boerhavia erecta,species,COL,https://www.catalogueoflife.org/data/taxon/5WLHJ,boerhavia erecta,Invasive explicitly defined,BOER
Bontia daphnoides,species,COL,https://www.catalogueoflife.org/data/taxon/MHNL,bontia daphnoides,Invasive explicitly defined,BODA
Borassus flabellifer,species,COL,https://www.catalogueoflife.org/data/taxon/68PN9,borassus flabellifer,Invasive explicitly defined,BOFL2
Bothriochloa barbinodis,species,COL,https://www.catalogueoflife.org/data/taxon/MN89,bothriochloa barbinodis,Invasive undefined,BOBA3
Bothriochloa bladhii,species,COL,https://www.catalogueoflife.org/data/taxon/MN8B,bothriochloa bladhii,Invasive explicitly defined,BOBL
Bothriochloa bladhii,species,COL,https://www.catalogueoflife.org/data/taxon/MN8B,andropogon bladhii retz.,Invasive explicitly defined,BOBL
Bothriochloa bladhii,species,COL,https://www.catalogueoflife.org/data/taxon/MN8B,andropogon bladhii,Invasive explicitly defined,BOBL
Bothriochloa ewartiana,species,COL,https://www.catalogueoflife.org/data/taxon/MN8R,bothriochloa ewartiana,Invasive undefined,NA
Bothriochloa ischaemum,species,COL,https://www.catalogueoflife.org/data/search?extinct=false&facet=rank&facet=issue&facet=status&facet=nomStatus&facet=nameType&facet=field&fuzzy=true&limit=50&offset=0&q=Bothriochloa%20ischaemum%20var.%20ischaemum&sortBy=taxonomic,bothriochloa ischaemum,Invasive explicitly defined,BOIS
Bothriochloa ischaemum,species,COL,https://www.catalogueoflife.org/data/search?extinct=false&facet=rank&facet=issue&facet=status&facet=nomStatus&facet=nameType&facet=field&fuzzy=true&limit=50&offset=0&q=Bothriochloa%20ischaemum%20var.%20ischaemum&sortBy=taxonomic,bothriochloa ischaemum var. songarica,Invasive explicitly defined,BOIS
Bothriochloa ischaemum,species,COL,https://www.catalogueoflife.org/data/search?extinct=false&facet=rank&facet=issue&facet=status&facet=nomStatus&facet=nameType&facet=field&fuzzy=true&limit=50&offset=0&q=Bothriochloa%20ischaemum%20var.%20ischaemum&sortBy=taxonomic,bothriochloa ischaemum var. ischaemum,Invasive explicitly defined,BOIS
Bothriochloa laguroides,species,COL,https://www.catalogueoflife.org/data/taxon/68QHV,bothriochloa laguroides,Invasive explicitly defined,BOLA2
Bothriochloa pertusa,species,COL,https://www.catalogueoflife.org/data/taxon/MN9R,bothriochloa pertusa,Invasive explicitly defined,BOPE2
Bothriochloa saccharoides,species,COL,https://www.catalogueoflife.org/data/taxon/MN9Y,dichanthium saccharoides,Invasive explicitly defined,BOSA
Bougainvillea glabra,species,COL,https://www.catalogueoflife.org/data/taxon/MR2T,bougainvillea glabra,Invasive explicitly defined,BOGL4
Bouteloua dactyloides,species,COL,https://www.catalogueoflife.org/data/taxon/MRHP,buchloe dactyloides,Invasive implicitly defined,BODA2
Bouteloua eriopoda,species,COL,https://www.catalogueoflife.org/data/taxon/MRHY,bouteloua eriopoda,Invasive explicitly defined,BOER4
Bouteloua gracilis,species,COL,https://www.catalogueoflife.org/data/taxon/MRJ8,bouteloua gracilis,Invasive undefined,BOGR2
Brachiaria adspersa,species,COL,https://www.catalogueoflife.org/data/taxon/5X2CJ,urochloa adspersa,Invasive explicitly defined,URAD
Brachiaria arrecta,species,COL,https://www.catalogueoflife.org/data/taxon/68QCH,urochloa arrecta,Invasive explicitly defined,URAR2
Brachiaria brizantha,species,COL,https://www.catalogueoflife.org/data/taxon/68QCL,urochloa brizantha,Invasive explicitly defined,URBR2
Brachiaria brizantha,species,COL,https://www.catalogueoflife.org/data/taxon/68QCL,brachiaria brizantha,Invasive explicitly defined,URBR2
Brachiaria dictyoneura,species,COL,https://www.catalogueoflife.org/data/taxon/MSF4,urochloa humidicola,Invasive explicitly defined,URDI4
Brachiaria distachya,species,COL,https://www.catalogueoflife.org/data/taxon/MSF7,brachiaria subquadripara,Invasive explicitly defined,NA
Brachiaria distachya,species,COL,https://www.catalogueoflife.org/data/taxon/MSF7,urochloa subquadripara,Invasive explicitly defined,NA
Brachiaria distachya,species,COL,https://www.catalogueoflife.org/data/taxon/MSF7,urochloa distachya,Invasive explicitly defined,NA
Brachiaria eminii,species,COL,https://www.catalogueoflife.org/data/taxon/MSFC,brachiaria decumbens,Invasive explicitly defined,NA
Brachiaria eminii,species,COL,https://www.catalogueoflife.org/data/taxon/MSFC,urochloa decumbens,Invasive explicitly defined,NA
Brachiaria eruciformis,species,COL,https://www.catalogueoflife.org/data/taxon/MSFF,brachiaria eruciformis,Invasive explicitly defined,BRER
Brachiaria mutica,species,COL,https://www.catalogueoflife.org/data/taxon/MSHC,urochloa mutica,Invasive explicitly defined,URMU
Brachiaria mutica,species,COL,https://www.catalogueoflife.org/data/taxon/MSHC,brachiaria mutica,Invasive explicitly defined,URMU
Brachiaria mutica,species,COL,https://www.catalogueoflife.org/data/taxon/MSHC,urochloa mutica (forsk.) t.q. nguyen,Invasive explicitly defined,URMU
Brachiaria plantaginea,species,COL,https://www.catalogueoflife.org/data/taxon/MSHY,brachiaria plantaginea,Invasive explicitly defined,URPL
Brachiaria plantaginea,species,COL,https://www.catalogueoflife.org/data/taxon/MSHY,urochloa plantaginea,Invasive explicitly defined,URPL
Brachiaria platyphylla,species,COL,https://www.catalogueoflife.org/data/taxon/MSJ2,urochloa platyphylla,Invasive explicitly defined,URPL2
Brachiaria reptans,species,COL,https://www.catalogueoflife.org/data/taxon/MSJM,urochloa reptans,Invasive explicitly defined,URRE2
Brachypodium distachyon,species,COL,https://www.catalogueoflife.org/data/taxon/5WQ6Q,brachypodium distachyon,Invasive explicitly defined,BRDI2
Brachypodium pinnatum,species,COL,https://www.catalogueoflife.org/data/taxon/MYMG,brachypodium genuense,Invasive implicitly defined,BRPI
Brachypodium pinnatum,species,COL,https://www.catalogueoflife.org/data/taxon/MYMG,brachypodium pinnatum,Invasive implicitly defined,BRPI
Brachypodium sylvaticum,species,COL,https://www.catalogueoflife.org/data/taxon/MYNK,brachypodium sylvaticum,Invasive explicitly defined,BRSY
Brassica elongata,species,COL,https://www.catalogueoflife.org/data/taxon/N7YG,brassica elongata,Invasive undefined,BREL2
Brassica juncea,species,COL,https://www.catalogueoflife.org/data/taxon/N7ZK,brassica juncea,Invasive explicitly defined,BRJU
Brassica napus,species,COL,https://www.catalogueoflife.org/data/taxon/N82B,brassica napus,Invasive explicitly defined,BRNA
Brassica nigra,species,COL,https://www.catalogueoflife.org/data/taxon/N82D,brassica nigra,Invasive explicitly defined,BRNI
Brassica oleracea,species,COL,https://www.catalogueoflife.org/data/taxon/N82N,brassica oleracea,Invasive explicitly defined,BROL
Brassica rapa,species,COL,https://www.catalogueoflife.org/data/taxon/N83Q,brassica rapa,Invasive explicitly defined,BRRA
Brassica rapa ssp.  oleifera,subspecies,COL,https://www.catalogueoflife.org/data/taxon/5G266,brassica campestris,Invasive implicitly defined,NA
Brassica rapa ssp.  oleifera,subspecies,COL,https://www.catalogueoflife.org/data/taxon/5G266,brassia campestris,Invasive implicitly defined,NA
Brassica tournefortii,species,COL,https://www.catalogueoflife.org/data/taxon/693DZ,brassica tournefortii,Invasive explicitly defined,BRTO
Brassica tournefortii,species,COL,https://www.catalogueoflife.org/data/taxon/693DZ,brassica tournefortii gouan,Invasive explicitly defined,BRTO
Breynia disticha,species,COL,https://www.catalogueoflife.org/data/taxon/692R5,breynia disticha,Invasive explicitly defined,BRDI8
Brillantaisia lamium,species,COL,https://www.catalogueoflife.org/data/taxon/NB8S,brillantaisia lamium,Invasive undefined,NA
Briza maxima,species,COL,https://www.catalogueoflife.org/data/taxon/NBY7,briza maxima,Invasive explicitly defined,BRMA
Briza minor,species,COL,https://www.catalogueoflife.org/data/taxon/NBYD,briza minor,Invasive explicitly defined,BRMI2
Bromelia pinguin,species,COL,https://www.catalogueoflife.org/data/taxon/NCH5,bromelia pinguin,Invasive explicitly defined,BRPI4
Bromus arvensis,species,COL,https://www.catalogueoflife.org/data/taxon/NCTM,bromus arvensis,Invasive explicitly defined,BRAR5
Bromus briziformis,species,COL,https://www.catalogueoflife.org/data/taxon/NCV9,bromus briziformis,Invasive undefined,BRBR5
Bromus catharticus,species,COL,https://www.catalogueoflife.org/data/taxon/NCVZ,bromus catharticus,Invasive explicitly defined,BRCA6
Bromus catharticus,species,COL,https://www.catalogueoflife.org/data/taxon/NCVZ,bromus unioloides,Invasive explicitly defined,BRCA6
Bromus ciliatus,species,COL,https://www.catalogueoflife.org/data/taxon/NCWH,bromus ciliatus,Invasive undefined,BRCI2
Bromus commutatus,species,COL,https://www.catalogueoflife.org/data/taxon/5X35T,bromus commutatus,Invasive implicitly defined,BRRA2
Bromus danthoniae,species,COL,https://www.catalogueoflife.org/data/taxon/NCXG,bromus danthoniae,Invasive implicitly defined,BRDA80
Bromus diandrus,species,COL,https://www.catalogueoflife.org/data/taxon/NCXX,bromus diandrus,Invasive explicitly defined,BRDI3
Bromus diandrus,species,COL,https://www.catalogueoflife.org/data/taxon/NCXX,bromus diandrus roth,Invasive explicitly defined,BRDI3
Bromus hordeaceus,species,COL,https://www.catalogueoflife.org/data/taxon/ND36,bromus hordeaceus,Invasive explicitly defined,BRHO2
Bromus hordeaceus,species,COL,https://www.catalogueoflife.org/data/taxon/ND36,bromus hordeaceus l.,Invasive explicitly defined,BRHO2
Bromus inermis,species,COL,https://www.catalogueoflife.org/data/taxon/ND3L,bromus inermis,Invasive explicitly defined,BRIN2
Bromus inermis,species,COL,https://www.catalogueoflife.org/data/taxon/ND3L,bromus inermis leyss. dc,Invasive explicitly defined,BRIN2
Bromus japonicus,species,COL,https://www.catalogueoflife.org/data/taxon/ND3V,bromus japonicus,Invasive explicitly defined,BRAR5
Bromus madritensis,species,COL,https://www.catalogueoflife.org/data/taxon/ND5R,bromus madritensis,Invasive explicitly defined,BRMA3
Bromus madritensis,species,COL,https://www.catalogueoflife.org/data/taxon/ND5R,bromus madritensis l.,Invasive explicitly defined,BRMA3
Bromus pectinatus,species,COL,https://www.catalogueoflife.org/data/taxon/ND9B,bromus mollis,Invasive explicitly defined,BRPE10
Bromus rigidus,species,COL,https://www.catalogueoflife.org/data/taxon/NDC3,bromus rigidus,Invasive implicitly defined,BRDIR
Bromus rubens,species,COL,https://www.catalogueoflife.org/data/taxon/692V8,bromus rubens,Invasive explicitly defined,BRRU2
Bromus rubens,species,COL,https://www.catalogueoflife.org/data/taxon/692V8,bromus madritensis ssp. rubens,Invasive explicitly defined,BRRU2
Bromus rubens,species,COL,https://www.catalogueoflife.org/data/taxon/692V8,bromus rubens l.,Invasive explicitly defined,BRRU2
Bromus rubens,species,COL,https://www.catalogueoflife.org/data/taxon/692V8,bromus madritensis subsp. rubens,Invasive explicitly defined,BRRU2
Bromus rubens,species,COL,https://www.catalogueoflife.org/data/taxon/692V8,bromus madritensis l. ssp. rubens,Invasive explicitly defined,BRRU2
Bromus scoparius,species,COL,https://www.catalogueoflife.org/data/taxon/NDCW,bromus scoparius,Invasive undefined,BRSC3
Bromus secalinus,species,COL,https://www.catalogueoflife.org/data/taxon/NDCY,bromus secalinus,Invasive undefined,BRSE
Bromus sterilis,species,COL,https://www.catalogueoflife.org/data/taxon/5X377,bromus sterilis,Invasive explicitly defined,BRST2
Bromus sterilis,species,COL,https://www.catalogueoflife.org/data/taxon/5X377,anisantha sterilis,Invasive explicitly defined,BRST2
Bromus sterilis,species,COL,https://www.catalogueoflife.org/data/taxon/5X377,bromus sterilis l.,Invasive explicitly defined,BRST2
Bromus tectorum,species,COL,https://www.catalogueoflife.org/data/taxon/6937F,bromus tectorum,Invasive explicitly defined,BRTE
Bromus tectorum,species,COL,https://www.catalogueoflife.org/data/taxon/6937F,bromus tectorum l,Invasive explicitly defined,BRTE
Bromus tectorum,species,COL,https://www.catalogueoflife.org/data/taxon/6937F,anisantha tectorum,Invasive explicitly defined,BRTE
Bromus tectorum,species,COL,https://www.catalogueoflife.org/data/taxon/6937F,bromust tectorum,Invasive explicitly defined,BRTE
Bromus tectorum,species,COL,https://www.catalogueoflife.org/data/taxon/6937F,bromus tectorum l.,Invasive explicitly defined,BRTE
Bromus tectorum,species,COL,https://www.catalogueoflife.org/data/taxon/6937F,bromus tectorm,Invasive explicitly defined,BRTE
Broussonetia papyrifera,species,COL,https://www.catalogueoflife.org/data/taxon/68QX8,broussonetia papyrifera,Invasive explicitly defined,BRPA4
Brugmansia arborea,species,COL,https://www.catalogueoflife.org/data/taxon/NFCN,brugmansia candida,Invasive explicitly defined,BRCA31
Brugmansia suaveolens,species,COL,https://www.catalogueoflife.org/data/taxon/5WSR6,brugmansia suaveolens,Invasive explicitly defined,BRSU3
Bryonia alba,species,COL,https://www.catalogueoflife.org/data/taxon/NJ97,bryonia alba,Invasive explicitly defined,BRAL4
Bryophyllum x houghtonii,hybrid,TNRS,http://www.theplantlist.org/tpl1.1/search?q=Bryophyllum+houghtonii,kalanchoe x houghtonii,Invasive undefined,NA
Buddleja davidii,species,COL,https://www.catalogueoflife.org/data/taxon/NN2L,buddleja davidii,Invasive explicitly defined,BUDA2
Buddleja davidii,species,COL,https://www.catalogueoflife.org/data/taxon/NN2L,buddleja davidii franch.,Invasive explicitly defined,BUDA2
Buddleja madagascariensis,species,COL,https://www.catalogueoflife.org/data/taxon/NN5N,buddleja madagascariensis,Invasive undefined,BUMA80
Buglossoides arvensis,species,COL,https://www.catalogueoflife.org/data/taxon/NPNN,buglossoides arvensis,Invasive implicitly defined,BUAR3
Buglossoides tenuiflora,species,COL,https://www.catalogueoflife.org/data/taxon/NPP4,lithospermum arvense,Invasive undefined,NA
Bunias orientalis,species,COL,https://www.catalogueoflife.org/data/taxon/695NB,bunias orientalis,Invasive explicitly defined,BUOR
Bunias orientalis,species,COL,https://www.catalogueoflife.org/data/taxon/695NB,bunias orientalis l.,Invasive explicitly defined,BUOR
Butomus umbellatus,species,COL,https://www.catalogueoflife.org/data/taxon/NZ5R,butomus umbellatus,Invasive explicitly defined,BUUM
Butomus umbellatus,species,COL,https://www.catalogueoflife.org/data/taxon/NZ5R,butomus umbellatus l,Invasive explicitly defined,BUUM
Butomus umbellatus,species,COL,https://www.catalogueoflife.org/data/taxon/NZ5R,butomus umbellatus l.,Invasive explicitly defined,BUUM
Buxus sempervirens,species,COL,https://www.catalogueoflife.org/data/taxon/5X65N,buxus sempervirens,Invasive undefined,BUSE2
Cabomba caroliniana,species,COL,https://www.catalogueoflife.org/data/taxon/P482,cambomba caroliniana,Invasive explicitly defined,CACA
Cabomba caroliniana,species,COL,https://www.catalogueoflife.org/data/taxon/P482,cabomba caroliniana a. gray,Invasive explicitly defined,CACA
Cabomba caroliniana,species,COL,https://www.catalogueoflife.org/data/taxon/P482,cabomba caroliniana,Invasive explicitly defined,CACA
Cabomba furcata,species,COL,https://www.catalogueoflife.org/data/taxon/P483,cabomba furcata,Invasive explicitly defined,CAFU13
Caesalpinia bonduc,species,COL,https://www.catalogueoflife.org/data/taxon/5WSYF,caesalpinia bonduc,Invasive explicitly defined,CABO6
Caesalpinia decapetala,species,COL,https://www.catalogueoflife.org/data/taxon/68T9M,caesalpinia decapetala,Invasive explicitly defined,CADE15
Caesalpinia gilliesii,species,COL,https://www.catalogueoflife.org/data/taxon/5WSXQ,erythrostemon gilliesii (wall ex hook.) link,Invasive explicitly defined,CAGI
Caesalpinia gilliesii,species,COL,https://www.catalogueoflife.org/data/taxon/5WSXQ,caesalpinia gilliesii,Invasive explicitly defined,CAGI
Caesalpinia pulcherrima,species,COL,https://www.catalogueoflife.org/data/taxon/5X4Z4,caesalpinia pulcherrima,Invasive explicitly defined,CAPU13
Caesalpinia spinosa,species,COL,https://www.catalogueoflife.org/data/taxon/5WSYV,caesalpinia spinosa,Invasive explicitly defined,CASP11
Caesalpinia violacea,species,COL,https://www.catalogueoflife.org/data/taxon/68SZL,caesalpinia violacea,Invasive explicitly defined,CAVI22
Cakile edentula,species,COL,https://www.catalogueoflife.org/data/taxon/PBKY,cakile edentula,Invasive implicitly defined,CAED
Cakile maritima,species,COL,https://www.catalogueoflife.org/data/taxon/69737,cakile maritima,Invasive undefined,CAMA
Caladium bicolor,species,COL,https://www.catalogueoflife.org/data/taxon/PC2B,caladium bicolor,Invasive explicitly defined,CABI11
Calamagrostis epigejos,species,COL,https://www.catalogueoflife.org/data/taxon/PCG7,calamagrostis epigeios,Invasive implicitly defined,NA
Calibrachoa parviflora,species,COL,https://www.catalogueoflife.org/data/taxon/79G5X,salpiglossis sinuata,Invasive explicitly defined,CAPA47
Calliandra houstoniana,species,COL,https://www.catalogueoflife.org/data/taxon/PLVV,calliandra houstoniana,Invasive explicitly defined,NA
Calliandra houstoniana var.  calothyrsus,variety,COL,https://www.catalogueoflife.org/data/search?extinct=false&facet=rank&facet=issue&facet=status&facet=nomStatus&facet=nameType&facet=field&fuzzy=true&limit=50&offset=0&q=Calliandra%20calothyrsus&sortBy=taxonomic,calliandra calothyrsus,Invasive undefined,NA
Callipeltis cucullaris,species,COL,https://www.catalogueoflife.org/data/taxon/PSBP,callipeltis cucullaria,Invasive undefined,NA
Callisia fragrans,species,COL,https://www.catalogueoflife.org/data/taxon/PT9L,callisia fragrans,Invasive explicitly defined,CAFR6
Callisia repens,species,COL,https://www.catalogueoflife.org/data/taxon/5X7WQ,callisia repens,Invasive explicitly defined,CARE8
Callistemon citrinus,species,COL,https://www.catalogueoflife.org/data/taxon/PTPB,callistemon citrinus,Invasive explicitly defined,CACI15
Callistemon linearis,species,COL,https://www.catalogueoflife.org/data/taxon/PTPZ,melaleuca linearis,Invasive undefined,CALI24
Callistemon rigidus,species,COL,https://www.catalogueoflife.org/data/taxon/5WVYC,callistemon rigidus,Invasive explicitly defined,CARI9
Callistemon rugulosus,species,COL,https://www.catalogueoflife.org/data/taxon/PTQV,melaleuca rugulosa,Invasive undefined,CARU24
Callistemon viminalis,species,COL,https://www.catalogueoflife.org/data/taxon/5X7YC,callistemon viminalis,Invasive explicitly defined,CAVI23
Callistemon viminalis ssp.  viminalis,subspecies,COL,https://www.catalogueoflife.org/data/taxon/5G4TM,melaleuca viminalis,Invasive undefined,NA
Callitriche stagnalis,species,COL,https://www.catalogueoflife.org/data/taxon/5WVQ8,callitriche stagnalis,Invasive explicitly defined,CAST
Calluna vulgaris,species,COL,https://www.catalogueoflife.org/data/taxon/PWBL,calluna vulgaris,Invasive explicitly defined,CAVU
Calophyllum inophyllum,species,COL,https://www.catalogueoflife.org/data/taxon/PZHG,calophyllum inophyllum,Invasive explicitly defined,CAIN4
Calopogonium caeruleum,species,COL,https://www.catalogueoflife.org/data/taxon/Q28X,calopogonium caeruleum,Invasive explicitly defined,CACA42
Calopogonium mucunoides,species,COL,https://www.catalogueoflife.org/data/taxon/Q297,calopogonium mucunoides,Invasive explicitly defined,CAMU11
Calotropis gigantea,species,COL,https://www.catalogueoflife.org/data/taxon/5X96Y,calotropis gigantea,Invasive explicitly defined,CAGI11
Calotropis procera,species,COL,https://www.catalogueoflife.org/data/taxon/5X96X,caloptropis procera,Invasive explicitly defined,CAPR
Calotropis procera,species,COL,https://www.catalogueoflife.org/data/taxon/5X96X,calotropis procera,Invasive explicitly defined,CAPR
Calotropis procera,species,COL,https://www.catalogueoflife.org/data/taxon/5X96X,calotropsis procera,Invasive explicitly defined,CAPR
Calystegia sepium,species,COL,https://www.catalogueoflife.org/data/taxon/Q82P,calystegia sepium,Invasive explicitly defined,CASE13
Calystegia sepium,species,COL,https://www.catalogueoflife.org/data/taxon/Q82P,calystegia sepium (l.) r. br.,Invasive explicitly defined,CASE13
Calystegia silvatica,species,COL,https://www.catalogueoflife.org/data/taxon/Q82S,calystegia silvatica,Invasive explicitly defined,CASI10
Camelina microcarpa,species,COL,https://www.catalogueoflife.org/data/taxon/Q9DB,camelina microcarpa,Invasive explicitly defined,CAMI2
Camelina rumelica,species,COL,https://www.catalogueoflife.org/data/taxon/Q9DK,camelina rumelica,Invasive undefined,CARU15
Camelina sativa,species,COL,https://www.catalogueoflife.org/data/taxon/Q9DM,camelina sativa,Invasive explicitly defined,CASA2
Camelina sativa,species,COL,https://www.catalogueoflife.org/data/taxon/Q9DM,camelina sativa (l.) crantz,Invasive explicitly defined,CASA2
Cameraria latifolia,species,COL,https://www.catalogueoflife.org/data/taxon/5X8MN,cameraria latifolia,Invasive implicitly defined,NA
Camonea umbellata,species,COL,https://www.catalogueoflife.org/data/taxon/5X8QW,merremia umbellate,Invasive explicitly defined,NA
Camonea umbellata,species,COL,https://www.catalogueoflife.org/data/taxon/5X8QW,merremia umbellata,Invasive explicitly defined,NA
Camonea vitifolia,species,COL,https://www.catalogueoflife.org/data/taxon/5X8R8,merremia vitifolia,Invasive explicitly defined,NA
Campanula poscharskyana,species,COL,https://www.catalogueoflife.org/data/taxon/QBRK,campanula poscharskyana,Invasive explicitly defined,CAPO2
Campanula rapunculoides,species,COL,https://www.catalogueoflife.org/data/taxon/QBTT,campanula rapunculoides,Invasive explicitly defined,CARA
Campsis grandiflora,species,COL,https://www.catalogueoflife.org/data/taxon/5X9XG,campsis grandiflora,Invasive implicitly defined,NA
Campsis radicans,species,COL,https://www.catalogueoflife.org/data/taxon/699XG,campsis radicans,Invasive explicitly defined,CARA2
Campuloclinium macrocephalum,species,COL,https://www.catalogueoflife.org/data/taxon/699NK,campuloclinium macrocephalum,Invasive explicitly defined,NA
Campylopus introflexus,species,COL,https://www.catalogueoflife.org/data/taxon/QHN7,campylopus introflexus,Invasive explicitly defined,CAIN45
Campylopus introflexus,species,COL,https://www.catalogueoflife.org/data/taxon/QHN7,campylopus introfiexus,Invasive explicitly defined,CAIN45
Campylopus introflexus,species,COL,https://www.catalogueoflife.org/data/taxon/QHN7,campylopus introflexus (hedwig) bridel,Invasive explicitly defined,CAIN45
Canavalia ensiformis,species,COL,https://www.catalogueoflife.org/data/taxon/68XRL,canavalia ensiformis,Invasive explicitly defined,CAEN4
Canna indica,species,COL,https://www.catalogueoflife.org/data/taxon/68XTV,canna indica,Invasive explicitly defined,CAIN19
Canna indica,species,COL,https://www.catalogueoflife.org/data/taxon/68XTV,canna edulis,Invasive explicitly defined,CAIN19
Cannabis sativa,species,COL,https://www.catalogueoflife.org/data/taxon/QM84,cannabis sativa,Invasive explicitly defined,CASA3
Cannabis sativa var.  ruderalis,variety,COL,https://www.catalogueoflife.org/data/taxon/5MTBJ,cannabis ruderalis,Invasive explicitly defined,NA
Cannabis sativa var.  ruderalis,variety,COL,https://www.catalogueoflife.org/data/taxon/5MTBJ,cannabis sativa var. spontanea vavilov,Invasive explicitly defined,NA
Cantinoa americana,species,COL,https://www.catalogueoflife.org/data/taxon/QPL6,hyptis spicigera,Invasive explicitly defined,NA
Capsella bursa-pastoris,species,COL,https://www.catalogueoflife.org/data/taxon/QT37,capsella bursa-pastoris,Invasive explicitly defined,CABU2
Capsella bursa-pastoris,species,COL,https://www.catalogueoflife.org/data/taxon/QT37,capsella bursa,Invasive explicitly defined,CABU2
Capsella bursa-pastoris,species,COL,https://www.catalogueoflife.org/data/taxon/QT37,capsella bursapastoris,Invasive explicitly defined,CABU2
Capsella grandiflora,species,COL,https://www.catalogueoflife.org/data/taxon/QT3F,capsella grandiflora,Invasive explicitly defined,NA
Capsicum annuum,species,COL,https://www.catalogueoflife.org/data/taxon/QT4R,capsicum annuum,Invasive implicitly defined,CAAN4
Capsicum baccatum,species,COL,https://www.catalogueoflife.org/data/taxon/QT4Z,capsicum baccatum,Invasive explicitly defined,CAANG
Caragana arborescens,species,COL,https://www.catalogueoflife.org/data/taxon/QZWK,caragana arborescens,Invasive explicitly defined,CAAR18
Cardamine flexuosa,species,COL,https://www.catalogueoflife.org/data/taxon/R4DP,cardamine flexuosa,Invasive explicitly defined,CAFL14
Cardamine flexuosa,species,COL,https://www.catalogueoflife.org/data/taxon/R4DP,cardamine fexuosa,Invasive explicitly defined,CAFL14
Cardamine glacialis,species,COL,https://www.catalogueoflife.org/data/taxon/5WZMS,cardamine glacialis,Invasive undefined,NA
Cardamine hirsuta,species,COL,https://www.catalogueoflife.org/data/taxon/R4F5,cardamine hirsuta,Invasive explicitly defined,CAHI3
Cardamine impatiens,species,COL,https://www.catalogueoflife.org/data/taxon/R4FJ,cardamine impatiens,Invasive explicitly defined,CAIM
Cardamine occulta,species,TNRS,http://www.tropicos.org/Name/50201697,cardamine occulta,Invasive explicitly defined,NA
Cardamine trichocarpa,species,COL,https://www.catalogueoflife.org/data/taxon/R4P4,cardamine trichocarpa,Invasive explicitly defined,NA
Cardiospermum grandiflorum,species,COL,https://www.catalogueoflife.org/data/taxon/R5RW,cardiospermum grandiflorum sw.,Invasive explicitly defined,CAGR13
Cardiospermum grandiflorum,species,COL,https://www.catalogueoflife.org/data/taxon/R5RW,cardiospermum grandiflorum,Invasive explicitly defined,CAGR13
Cardiospermum halicacabum,species,COL,https://www.catalogueoflife.org/data/taxon/R5RX,cardiospermum halicacabum,Invasive explicitly defined,CAHA13
Carduus acanthoides,species,COL,https://www.catalogueoflife.org/data/taxon/R6M5,carduus acanthoides,Invasive explicitly defined,CAAC
